"Code","Waarde","DatumVanaf","DatumTot","Toelichting"
"37","Privatieve last","2000-01-01",,"Aantekening Tenaamstelling"
"38","Provisionele veiling","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"39","Raadpleeg brondocument","2000-01-01",,"Aantekening Tenaamstelling"
"40","Recht in opvolging uitgegeven","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"41","Recht van wederinkoop","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"42","Splitsing erfpachtcanon","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"43","Splitsing eigendom na belasting met erfpacht","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"44","Door schenking verkregen","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"45","Toestemming tot bezwaring","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"46","Toestemming tot verhuring met beding","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"47","Toestemming tot verpachting met beding","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"48","Toestemming tot verhuring met tijdslimiet","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"49","Toestemming tot vervreemding","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"50","Opschortende voorw. gedeeltelijk","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"51","Uitsluitingsclausule t.a.v. huwelijksgoederenregiem","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"52","Opschortende voorwaarde","2000-01-01",,"Aantekening Tenaamstelling"
"53","Kennisgeving ex art. 126 I.K.R. boedelscheiding","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"54","Verdiepingseigendom","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"55","Onder voorbehoud goedkeuring G.S.","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"56","Kennisgeving ingevolge scheiding huwelijksgoederengemeenschap","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"57","Verzekeringskamer","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"58","Kennisgeving ontbinding m.b.t. rechtspersoon/niet-rechtspersoon","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"59","Eenzijdige verklaring van verjaring","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"60","Wijziging t.a.v. de erfpachtvoorwaarden en/of -canon","2000-01-01","2018-09-01","Aantekening Tenaamstelling"
"61","Woonplaats keuze","2000-01-01","2010-08-01","Aantekening Tenaamstelling"
"62","Erfdienstbaarheid","2000-01-01",,"Aantekening Object"
"63","Erfdienstbaarheid (doorhaling)","2000-01-01",,"Aantekening Object"
"64","Instelling rechtsmiddel","2000-01-01",,"Aantekening Object"
"65","Instelling rechtsvordering","2000-01-01",,"Aantekening Object"
"66","Rechterlijke uitspraak (verzoekschrift)","2000-01-01",,"Aantekening Object"
"67","Kwalitatieve verplichting","2000-01-01",,"Aantekening Object"
"68","Publiekrechtelijke beperking","2000-01-01","2018-09-01","Aantekening Object"
"69","Tevens appartementsrecht in eigendom na belasting met erfpacht","2000-01-01","2018-09-01","Aantekening Object"
"70","Regeling artikel 18 van de Reconstr. Wet M-Delfland","2000-01-01","2016-09-01","Aantekening Object"
"71","Locatiegegevens ontleend aan Basisregistraties Adressen en Gebouwen","2011-06-28","2018-09-01","Aantekening Object"
"72","Bevel buitengewone omstandigheden","2000-01-01",,"Aantekening Object"
"73","Bevel buitengewone omstandigheden ged.","2000-01-01",,"Aantekening Object"
"74","BP (zak. recht/ged. pl.)","2000-01-01","2016-09-01","Aantekening Object"
"75","BP gedeeltelijk (zak. recht/ged. pl.)","2000-01-01","2016-09-01","Aantekening Object"
"76","Vonnis van boedelverzegeling","2000-01-01",,"Aantekening Object"
"77","Vonnis van boedelverzegeling ged.","2000-01-01",,"Aantekening Object"
"78","Doorhaling voorkeursrecht op grond van de Wet voorkeursrecht gemeenten","2000-01-01",,"Aantekening Object"
"79","Doorhaling voorkeursrecht op grond van de Wet voorkeursrecht gemeenten op een gedeelte","2000-01-01",,"Aantekening Object"
"80","Voorwaarden WKPB besluiten","2000-01-01","2018-09-01","Aantekening Object"
"81","Voorwaarden WKPB besluiten op een gedeelte van een perceel","2000-01-01","2018-09-01","Aantekening Object"
"82","Gebouwd met subsidie","2000-01-01",,"Aantekening Object"
"83","Gebouwd met subsidie ged.","2000-01-01",,"Aantekening Object"
"84","Gedoogplicht ex. hoofdstuk 5 Telecommunicatiewet","2000-01-01",,"Aantekening Object"
"85","Geluidszone ex. art.41 Wet geluidhinder","2000-01-01",,"Aantekening Object"
"86","Herverkavelingskosten te verwachten","2000-01-01","2018-09-01","Aantekening Object"
"87","Herverkaveling in voorbereiding","2000-01-01","2018-09-01","Aantekening Object"
"88","De juistheid van de grens op de kadastrale kaart  is in onderzoek","2000-01-01","2018-09-01","Aantekening Object"
"89","Instelling rechtsmiddel gedeeltelijk","2000-01-01",,"Aantekening Object"
"90","Besluit op grond van de Interimwet Stad en Milieubenadering","2000-01-01",,"Aantekening Object"
"91","Besluit op grond van de Interimwet Stad en Milieubenadering gedeeltelijk","2000-01-01",,"Aantekening Object"
"92","Instelling rechtsvordering gedeeltelijk","2000-01-01",,"Aantekening Object"
"93","Kwalitatieve verbintenis ged.","2000-01-01","2016-04-30","Aantekening Object"
"94","Lening wet bezitvormingsfonds","2000-01-01",,"Aantekening Object"
"95","Lening wet bezitvormingsfonds ged.","2000-01-01",,"Aantekening Object"
"96","Landinrichtingsprojekt in voorbereiding","2000-01-01","2018-09-01","Aantekening Object"
"97","Bestemming tot gemeensch. nut i.v.m. Mandeligheid","2000-01-01","2016-12-01","Aantekening Object"
"98","Meetconsort","2000-01-01","2016-12-01","Aantekening Object"
"99","Met aandeel in mandelig perceel","2000-01-01","2018-09-01","Aantekening Object"
"100","Bestemming tot gemeenschappelijk nut i.v.m. mandeligheid v.w.b. een gedeelte van een perceel","2000-01-01","2016-12-01","Aantekening Object"
"101","Appartementsrecht in eigendom na belasting met erfpacht","2000-01-01","2018-09-01","Aantekening Object"
"102","Natuurschoonwet","2000-01-01","2016-09-01","Aantekening Object"
"103","Natuurschoonwet in onderzoek","2000-01-01","2016-09-01","Aantekening Object"
"104","Natuurschoonwet opengesteld voor publiek","2000-01-01","2016-09-01","Aantekening Object"
"105","Ondergronds bouwwerk","2000-01-01",,"Aantekening Object"
"106","Ondergronds bouwwerk inzake een gedeelte van een perceel","2000-01-01",,"Aantekening Object"
"107","Opstal olie/gas","2000-01-01","2016-09-01","Aantekening Object"
"108","Opstal olie/gas gedeeltelijk","2000-01-01","2016-09-01","Aantekening Object"
"109","Vanwege lopende registratieprocedure  mogelijk niet overdraagbaar (art. 155a, lid 3 ONBW)","2010-08-10",,"Aantekening Object"
"110","Raadpleeg brondocument","2000-01-01","2018-09-01","Aantekening Object"
"111","Met betrekking tot het perceel is een ruilverkavelingsovereenkomst ingeschreven","2000-01-01",,"Aantekening Object"
"112","Met betrekking tot een gedeelte van het perceel is een ruilverkavelingsovereenkomst ingeschreven","2000-01-01",,"Aantekening Object"
"113","Aanvang registratieprocedure (art. 155a, ONBW)","2010-08-10",,"Aantekening Object"
"114","RVK-rente te verwachten","2000-01-01","2018-09-01","Aantekening Object"
"115","Toestemming voor boom, venster, enz. binnen verboden afstand (art. 42 en 50 Boek 5 BW)","2000-01-01",,"Aantekening Object"
"116","Toestemming voor boom, venster, enz. binnen verboden afstand (art. 42 en 50 Boek 5 BW) gedeeltelijk","2000-01-01",,"Aantekening Object"
"117","Eis tot vastlegging eigendom netwerk","2000-01-01",,"Aantekening Object"
"118","Voornemen vernieuwing","2000-01-01",,"Aantekening Object"
"119","Vrijwillige ruilverkaveling","2000-01-01",,"Aantekening Object"
"120","Verbouwd met subsidie","2000-01-01",,"Aantekening Object"
"121","Verbouwd met subsidie ged.","2000-01-01",,"Aantekening Object"
"122","Afwijkende regeling onderhoud niet bevaarbare sloot, gracht, enz. (art. 59 Boek 5 BW)","2000-01-01",,"Aantekening Object"
"123","Afwijkende regeling onderhoud niet bevaarbare sloot, gracht, enz. (art. 59 Boek 5 BW) gedeeltelijk","2000-01-01",,"Aantekening Object"
"124","Besluit op grond van artikel 110i Wet geluidhinder","2000-01-01",,"Aantekening Object"
"125","Besluit op grond van artikel 110i Wet geluidhinder gedeeltelijk","2000-01-01",,"Aantekening Object"
"126","Wettelijke herverkaveling","2000-01-01","2018-09-01","Aantekening Object"
"127","Voorkeursrecht op grond van de Wet voorkeursrecht gemeenten","2000-01-01",,"Aantekening Object"
"128","Voorkeursrecht op grond van de Wet voorkeursrecht gemeenten op een gedeelte","2000-01-01",,"Aantekening Object"
"129","Besluit op basis van Monumentenwet 1988","2000-01-01","2010-01-01","Aantekening PB"
"130","Besluit op basis van Monumentenwet 1988 gedeeltelijk","2000-01-01","2010-01-01","Aantekening PB"
"131","Aanschrijving woningwet","2000-01-01","2010-01-01","Aantekening PB"
"132","Aanschrijving woningwet gedeeltelijk","2000-01-01","2010-01-01","Aantekening PB"
"133","Bouwgrond- en/of baatbelasting; inlichtingen bij de Gemeente","2000-01-01","2010-01-01","Aantekening PB"
"134","Bouwgrond- en/of baatbelasting gedeeltelijk; inlichtingen bij de Gemeente","2000-01-01","2010-01-01","Aantekening PB"
"135","Beschermde leefomgeving Flora- en Faunawet","2000-01-01","2018-09-01","Aantekening PB"
"136","Beschermde leefomgeving Flora- en Faunawet (zie tekening)","2000-01-01","2018-09-01","Aantekening PB"
"137","Beschermde leefomgeving Flora- en Faunawet (in onderzoek)","2000-01-01","2018-09-01","Aantekening PB"
"138","Besluit op basis van Belemmeringenwet Privaatrecht","2000-01-01",,"Aantekening PB"
"139","Besluit op basis van Belemmeringenwet Privaatrecht (zie tekening)","2000-01-01",,"Aantekening PB"
"140","Besluit op basis van Belemmeringenwet Privaatrecht (in onderzoek)","2000-01-01",,"Aantekening PB"
"141","Kapverbod op basis van de Boswet","2000-01-01","2017-01-31","Aantekening PB"
"142","Kapverbod op basis van de Boswet (zie tekening)","2000-01-01","2017-01-31","Aantekening PB"
"143","Kapverbod op basis van de Boswet (in onderzoek)","2000-01-01","2017-01-31","Aantekening PB"
"144","Besluit op basis van Belemmeringenwet Landsverdediging","2000-01-01",,"Aantekening PB"
"145","Besluit op basis van Belemmeringenwet Landsverdediging (zie tekening)","2000-01-01",,"Aantekening PB"
"146","Besluit op basis van Belemmeringenwet Landsverdediging (in onderzoek)","2000-01-01",,"Aantekening PB"
"147","Verplichting tot bijdragen in het onderhoud, zie Waterstaatswet 1900","2000-01-01","2010-01-01","Aantekening PB"
"148","Exploitatieplan, Wet ruimtelijke ordening","2011-03-10",,"Aantekening PB"
"149","Exploitatieplan, Wet ruimtelijke ordening  (Zie tekening)","2011-03-10",,"Aantekening PB"
"150","Exploitatieplan, Wet ruimtelijke ordening  (in onderzoek)","2011-03-10",,"Aantekening PB"
"151","Gedoogverplichting Wet geluidhinder","2000-01-01","2010-01-01","Aantekening PB"
"152","Gedoogverplichting Wet geluidhinder gedeeltelijk","2000-01-01","2010-01-01","Aantekening PB"
"153","Gedoogplicht Wet inzake de luchtverontreiniging","2000-01-01",,"Aantekening PB"
"154","Gedoogplicht Wet inzake de luchtverontreiniging (zie tekening)","2000-01-01",,"Aantekening PB"
"155","Gedoogplicht Wet inzake de luchtverontreiniging (in onderzoek)","2000-01-01",,"Aantekening PB"
"156","Gemeentelijk monument; inlichtingen bij de Gemeente","2000-01-01","2010-01-01","Aantekening PB"
"157","Gemeentelijk monument gedeeltelijk; inlichtingen bij de Gemeente","2000-01-01","2010-01-01","Aantekening PB"
"158","Gedoogplicht Ontgrondingenwet","2000-01-01",,"Aantekening PB"
"159","Gedoogplicht Ontgrondingenwet (zie tekening)","2000-01-01",,"Aantekening PB"
"160","Gedoogplicht Ontgrondingenwet (in onderzoek)","2000-01-01",,"Aantekening PB"
"161","Gedoogplicht ex. art.31 of 32 Grondwaterwet","2000-01-01","2010-01-01","Aantekening PB"
"162","Gedoogplicht ex. Art 10, lid 2, 12 of 12a Waterstaatswet 1900","2000-01-01","2010-01-01","Aantekening PB"
"163","Kapverbod ex. art.13 Boswet","2000-01-01","2010-01-01","Aantekening PB"
"164","Kennisgeving, vordering, bevel of beschikking, Wet Bodembescherming","2000-01-01",,"Aantekening PB"
"165","Kennisgeving, vordering, bevel of beschikking, Wet Bodembescherming (zie tekening)","2000-01-01",,"Aantekening PB"
"166","Kennisgeving, vordering, bevel of beschikking, Wet Bodembescherming (in onderzoek)","2000-01-01",,"Aantekening PB"
"167","Verbod op basis van de Luchtvaartwet","2000-01-01","2018-09-01","Aantekening PB"
"168","Verbod op basis van de Luchtvaartwet (zie tekening)","2000-01-01","2018-09-01","Aantekening PB"
"169","Verbod op basis van de Luchtvaartwet (in onderzoek)","2000-01-01","2018-09-01","Aantekening PB"
"170","Provinciaal monument","2000-01-01",,"Aantekening PB"
"171","Provinciaal monument (zie tekening)","2000-01-01",,"Aantekening PB"
"172","Provinciaal monument (in onderzoek)","2000-01-01",,"Aantekening PB"
"173","Besluit op basis van Monumentenwet 1988","2000-01-01",,"Aantekening PB"
"174","Besluit op basis van Monumentenwet 1988 (zie tekening)","2000-01-01",,"Aantekening PB"
"175","Besluit op basis van Monumentenwet 1988 (in onderzoek)","2000-01-01",,"Aantekening PB"
"176","Besluit op basis van natuurbeschermingswet 1998","2000-01-01","2017-01-31","Aantekening PB"
"177","Besluit op basis van natuurbeschermingswet 1998 (zie tekening)","2000-01-01","2017-01-31","Aantekening PB"
"178","Besluit op basis van natuurbeschermingswet 1998 (in onderzoek)","2000-01-01","2017-01-31","Aantekening PB"
"179","Handhavingsbesluit Wabo","2010-07-01",,"Aantekening PB"
"180","Handhavingsbesluit Wabo (zie tekening)","2010-07-01",,"Aantekening PB"
"181","Handhavingsbesluit Wabo (in onderzoek)","2010-07-01",,"Aantekening PB"
"184","Vorderingsbesluit Wabo","2010-07-01",,"Aantekening PB"
"185","Vorderingsbesluit Wabo (zie tekening)","2010-07-01",,"Aantekening PB"
"186","Vorderingsbesluit Wabo (in onderzoek)","2010-07-01",,"Aantekening PB"
"187","Gedoogplicht op basis van Grondwaterwet","2000-01-01","2018-09-01","Aantekening PB"
"188","Gedoogplicht op basis van Grondwaterwet (zie tekening)","2000-01-01","2018-09-01","Aantekening PB"
"189","Gedoogplicht op basis van Grondwaterwet (in onderzoek)","2000-01-01","2018-09-01","Aantekening PB"
"194","Voorkeursrecht gemeenten","2000-01-01","2010-01-01","Aantekening PB"
"196","Besluit op basis van Wet agrarisch grondverkeer","2000-01-01",,"Aantekening PB"
"197","Besluit op basis van Wet agrarisch grondverkeer (zie tekening)","2000-01-01",,"Aantekening PB"
"198","Besluit op basis van Wet agrarisch grondverkeer (in onderzoek)","2000-01-01",,"Aantekening PB"
"201","Besluit of bevel op basis van waterstaatswet 1900","2000-01-01","2018-09-01","Aantekening PB"
"202","Besluit of bevel op basis van waterstaatswet 1900 (zie tekening)","2000-01-01","2018-09-01","Aantekening PB"
"203","Besluit of bevel op basis van waterstaatswet 1900 (in onderzoek)","2000-01-01","2018-09-01","Aantekening PB"
"204","Bevel of gedoogplicht, Waterwet","2009-12-22",,"Aantekening PB"
"205","Bevel of gedoogplicht, Waterwet (zie tekening)","2009-12-22",,"Aantekening PB"
"206","Bevel of gedoogplicht, Waterwet (in onderzoek)","2009-12-22",,"Aantekening PB"
"207","Besluit op basis van woningwet","2000-01-01",,"Aantekening PB"
"208","Besluit op basis van woningwet (zie tekening)","2000-01-01",,"Aantekening PB"
"209","Besluit op basis van woningwet (in onderzoek)","2000-01-01",,"Aantekening PB"
"270","Administratieve voorlopige (kadastrale) grens","2012-07-01","2018-09-01","Aantekening Object"
"271","Voorlopige kadastrale grens en oppervlakte","2012-07-01","2016-05-31","Aantekening Object"
"272","Besluit op grond van de Wet Milieubeheer","2012-07-01",,"Aantekening Object"
"273","Ruilakte passeert binnen 3 wkn, neem contact op met het Klantcontactcenter","2014-02-01","2018-09-01","Aantekening Object"
"276","Beklemhuur","2000-01-01",,"Aantekening Object"
"281","De juistheid van de objektgegevens is in onderzoek","2000-01-01","2018-09-01","Aantekening Object"
"291","Wettelijke ruilverkaveling (DUMMY)","2000-01-01","2018-09-01","Aantekening Object"
"292","Beperking Beschikkingsbevoegdheid, vereffenaar benoemd","2015-03-01",,"Aantekening Tenaamstelling"
"293","Meettarief verschuldigd","2015-12-01","2018-09-01","Aantekening Object"
"294","Object betrokken bij 3D complexaanduiding","2016-03-20",,"Aantekening Object"
"295","3D weergave aanwezig","2016-03-20",,"Aantekening Tenaamstelling"
"296","Gedoogplicht archeologisch onderzoek, Erfgoedwet","2016-07-01",,"Aantekening PB"
"297","Gedoogplicht archeologisch onderzoek, Erfgoedwet (zie tekening)","2016-07-01",,"Aantekening PB"
"298","Gedoogplicht archeologisch onderzoek, Erfgoedwet (in onderzoek)","2016-07-01",,"Aantekening PB"
"299","Kwalitatieve verplichting op een gedeelte van een perceel","2016-05-01",,"Aantekening Object"
"300","Voorlopige kadastrale grens en grootte","2016-06-01","2018-09-01","Aantekening Object"
"304","Grensvaststelling, aanwijs niet conform akte","2017-07-01","2018-09-01","Aantekening Object"
"305","Grensvaststelling, partijen oneens","2017-07-01","2018-09-01","Aantekening Object"
"306","Perceelsvorming opgeschort","2017-07-01","2018-09-01","Aantekening Object"
"307","Besluit op basis van artikel 9.9 Wet Natuurbescherming","2017-02-01",,"Aantekening PB"
"308","Besluit op basis van artikel 9.9 Wet Natuurbescherming (Zie tekening)","2017-02-01",,"Aantekening PB"
"309","Besluit op basis van artikel 9.9 Wet Natuurbescherming (in onderzoek)","2017-02-01",,"Aantekening PB"
"310","Besluit op basis van artikel 9.1 Wet Natuurbescherming","2017-02-01",,"Aantekening PB"
"311","Besluit op basis van artikel 9.1 Wet Natuurbescherming (Zie tekening)","2017-02-01",,"Aantekening PB"
"312","Besluit op basis van artikel 9.1 Wet Natuurbescherming (in onderzoek)","2017-02-01",,"Aantekening PB"
"313","Besluit op basis van artikel 2.1 Wet Natuurbescherming","2017-02-01",,"Aantekening PB"
"314","Besluit op basis van artikel 2.1 Wet Natuurbescherming (Zie tekening)","2017-02-01",,"Aantekening PB"
"315","Besluit op basis van artikel 2.1 Wet Natuurbescherming (in onderzoek)","2017-02-01",,"Aantekening PB"
"316","Besluit op basis van artikel 2.11 Wet Natuurbescherming","2017-02-01",,"Aantekening PB"
"317","Besluit op basis van artikel 2.11 Wet Natuurbescherming (Zie tekening)","2017-02-01",,"Aantekening PB"
"318","Besluit op basis van artikel 2.11 Wet Natuurbescherming (in onderzoek)","2017-02-01",,"Aantekening PB"
"319","Besluit op basis van artikel 4.2 Wet Natuurbescherming","2017-02-01",,"Aantekening PB"
"320","Besluit op basis van artikel 4.2 Wet Natuurbescherming (Zie tekening)","2017-02-01",,"Aantekening PB"
"321","Besluit op basis van artikel 4.2 Wet Natuurbescherming (in onderzoek)","2017-02-01",,"Aantekening PB"
"322","Opzegging beperkt recht","2018-07-15",,"Aantekening Tenaamstelling"
"323","Burgerlijke staat ongehuwd en geen geregistreerd partnerschap","2018-07-15",,"Aantekening Tenaamstelling"
"324","Wijziging voorwaarden beperkt recht","2018-07-15",,"Aantekening Tenaamstelling"
"325","Burgerlijke staat gehuwd","2018-07-15",,"Aantekening Tenaamstelling"
"326","Burgerlijke staat geregistreerd partnerschap","2018-07-15",,"Aantekening Tenaamstelling"
"327","Huwelijkse en partnerschapsvoorwaarden","2018-07-15",,"Aantekening Tenaamstelling"
"328","Inbreng in personenvennootschap","2018-07-15",,"Aantekening Tenaamstelling"
"329","Ontbinding van personenvennootschap","2018-07-15",,"Aantekening Tenaamstelling"
"330","Vaststellingsovereenkomst","2018-07-15",,"Aantekening Tenaamstelling"
"331","Uitoefening retentierecht","2018-07-15",,"Aantekening Object"
"332","Rangwisseling erfdienstbaarheid","2018-07-15",,"Aantekening Object"
"333","Testamentair bewind","2018-07-15",,"Aantekening Tenaamstelling"
"334","Bestuursoverdracht","2018-07-15",,"Aantekening Tenaamstelling"
"335","Gemeenschap ontbonden","2018-07-15",,"Aantekening Tenaamstelling"
"336","Beslag op recht op levering","2018-07-15",,"Aantekening Tenaamstelling"
"337","Gemeenschap van goederen","2018-07-15",,"Aantekening Tenaamstelling"
"338","Leidingnetwerk ambtshalve geregistreerd","2018-11-15",,"Aantekening Object"
